PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint,MatchedJars_FromLib,PackageRoots_FromLib,RegexPattern_JarBackup
287,Set 3 - Third Party,THRID-PARTY,spring-beans.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])spring\-beans([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53,,,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b
288,Set 3 - Third Party,THRID-PARTY,spring-context.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])spring\-context([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53,,,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b
289,Set 3 - Third Party,THRID-PARTY,spring-core.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])spring\-core([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53,,,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b
290,Set 3 - Third Party,THRID-PARTY,spring-expression.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])spring\-expression([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53,,,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b
291,Set 3 - Third Party,THRID-PARTY,spring-web.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])spring\-web([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53,,,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b
292,Set 3 - Third Party,THRID-PARTY,spring-webmvc.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])spring\-webmvc([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2.0,Yes,Yes,Safe,Yes,No,Dual-Spring53,,,\bspring-(?:aop|beans|context|core|expression|web|webmvc)(?:-[\w\.-]+)?\.jar\b
293,Set 3 - Third Party,THRID-PARTY,sshj-0.35.0.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])sshj([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bsshj[-_](?:[\w\.-]+)?\.jar\b
294,Set 3 - Third Party,THRID-PARTY,SSOapiBean_client.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])ssoapibean_client([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bSSOapiBean_client(?:-[\w\.-]+)?\.jar\b
295,Set 3 - Third Party,THRID-PARTY,standard-1.0.6-taglibs-standard-1.0.7.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])standard([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bstandard[-_](?:[\w\.-]+)?\.jar\b
296,Set 3 - Third Party,THRID-PARTY,struts-el.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])struts\-el([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5.0,Yes,No,Requires Migration,No,No,Dual-FrameworkMigration,,,\bstruts\-el(?:-[\w\.-]+)?\.jar\b
297,Set 3 - Third Party,THRID-PARTY,struts-legacy.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])struts\-legacy([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5.0,Yes,No,Requires Migration,No,No,Dual-FrameworkMigration,,,\bstruts\-legacy(?:-[\w\.-]+)?\.jar\b
298,Set 3 - Third Party,THRID-PARTY,struts.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])struts([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),High,Framework EOL,"Struts 1.x is obsolete; dual-runtime goal requires migrating away from Struts 1 (e.g., Spring MVC on javax.* container) or another maintained framework.",Rewrite,Framework migration required; large code/config changes; regression testing on both runtimes.,High,5.0,Yes,No,Requires Migration,No,No,Dual-FrameworkMigration,,,\bstruts(?:-[\w\.-]+)?\.jar\b
299,Set 3 - Third Party,THRID-PARTY,xalan-2.7.3.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xalan([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-XML-Align,,,\bxalan(?:-j_[\d_]+|-[\w\.-]+)?\.jar\b
300,Set 3 - Third Party,THRID-PARTY,xalan-j_2_6_0.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xalan\-j([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-XML-Align,,,\bxalan(?:-j_[\d_]+|-[\w\.-]+)?\.jar\b
301,Set 3 - Third Party,THRID-PARTY,xalan.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xalan([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-XML-Align,,,\bxalan(?:-j_[\d_]+|-[\w\.-]+)?\.jar\b
302,Set 3 - Third Party,THRID-PARTY,xerces.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xerces([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-XML-Align,,,\bxerces(?:-[\w\.-]+)?\.jar\b
303,Set 3 - Third Party,THRID-PARTY,xi_databinding.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xi_databinding([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bxi_databinding(?:-[\w\.-]+)?\.jar\b
304,Set 3 - Third Party,THRID-PARTY,xml-apis.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xml\-apis([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-XML-Align,,,\bxml\-apis(?:-[\w\.-]+)?\.jar\b
305,Set 3 - Third Party,THRID-PARTY,xmlbeans-2.3.0.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xmlbeans([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bxmlbeans[-_](?:[\w\.-]+)?\.jar\b
306,Set 3 - Third Party,THRID-PARTY,xstream-1.1.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xstream([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review,,,\bxstream(?:-[\w\.-]+)?\.jar\b
307,Set 3 - Third Party,THRID-PARTY,xstream-SNAPSHOT.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])xstream([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Replace-PreRelease,,,\bxstream(?:-[\w\.-]+)?\.jar\b
308,Set 3 - Third Party,THRID-PARTY,yc-httpclient-3.3.jar,Third-party library present in application lib folder (exploded project).,(?i)(^|[^A-Za-z0-9_.-])yc\-httpclient([-_][A-Za-z0-9_.-]+)?\.jar([^A-Za-z0-9_.-]|$),Medium,HTTP Client Migration,Dual-runtime: migrate from HttpClient 3.x APIs to HttpClient 4.5.x/5.x (Java 8+); refactor code; test on both runtimes.,Refactor,Replace API usages; verify timeouts/pooling/TLS.,Medium,1.5,Yes,Yes,Requires Migration,No,No,Dual-HttpClient-Refactor,,,\byc\-httpclient[-_](?:[\w\.-]+)?\.jar\b
