PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint
312,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-web,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-web\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-web\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-web\b|\bspring\-boot\-starter\-web\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
313,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-log4j2,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-log4j2\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-log4j2\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-log4j2\b|\bspring\-boot\-starter\-log4j2\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
314,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.apache.tomcat.embed:tomcat-embed-jasper,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.apache\.tomcat\.embed\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*tomcat\-embed\-jasper\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*tomcat\-embed\-jasper\s*<\s*/\s*artifactId\s*>|\borg\.apache\.tomcat\.embed\s*:\s*tomcat\-embed\-jasper\b|\btomcat\-embed\-jasper\b)",Low,Servlet Container,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-TomcatEmbed
315,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-test,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-test\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-test\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-test\b|\bspring\-boot\-starter\-test\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
316,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-data-jpa,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-data\-jpa\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-data\-jpa\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-data\-jpa\b|\bspring\-boot\-starter\-data\-jpa\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
317,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-validation,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-validation\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-validation\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-validation\b|\bspring\-boot\-starter\-validation\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
318,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-aop,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-aop\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-aop\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-aop\b|\bspring\-boot\-starter\-aop\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
319,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-cache,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-cache\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-cache\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-cache\b|\bspring\-boot\-starter\-cache\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
320,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springdoc:springdoc-openapi-ui,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springdoc\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*springdoc\-openapi\-ui\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*springdoc\-openapi\-ui\s*<\s*/\s*artifactId\s*>|\borg\.springdoc\s*:\s*springdoc\-openapi\-ui\b|\bspringdoc\-openapi\-ui\b)",Low,API Docs,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Yes,Safe,Yes,No,POM-SpringDoc
321,Set 3 - Third Party (Maven),THRID-PARTY,maven:com.oracle.database.jdbc:ojdbc8,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*com\.oracle\.database\.jdbc\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*ojdbc8\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*ojdbc8\s*<\s*/\s*artifactId\s*>|\bcom\.oracle\.database\.jdbc\s*:\s*ojdbc8\b|\bojdbc8\b)",Medium,Driver,ojdbc8 (Java 8 baseline) is used; validate it with your DB + TLS on JDK 21.,No-Change/Validate,"Run connectivity, TLS, timezone and pool tests on JDK 8 and JDK 21.",Low,0.25,Yes,Yes,Safe,Yes,No,POM-OJDBC8
322,Set 3 - Third Party (Maven),THRID-PARTY,maven:commons-lang:commons-lang,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*commons\-lang\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*commons\-lang\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*commons\-lang\s*<\s*/\s*artifactId\s*>|\bcommons\-lang\s*:\s*commons\-lang\b|\bcommons\-lang\b)",Low,Utilities,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Yes,Safe,Yes,No,POM-Utilities
323,Set 3 - Third Party (Maven),THRID-PARTY,maven:commons-dbutils:commons-dbutils,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*commons\-dbutils\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*commons\-dbutils\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*commons\-dbutils\s*<\s*/\s*artifactId\s*>|\bcommons\-dbutils\s*:\s*commons\-dbutils\b|\bcommons\-dbutils\b)",Low,Utilities,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Yes,Safe,Yes,No,POM-Utilities
324,Set 3 - Third Party (Maven),THRID-PARTY,maven:cglib:cglib-full,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*cglib\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*cglib\-full\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*cglib\-full\s*<\s*/\s*artifactId\s*>|\bcglib\s*:\s*cglib\-full\b|\bcglib\-full\b)",Low,Maven Dependency,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.25,Yes,Unknown,Review,Yes,No,POM-Review
325,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework:spring-context-support,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-context\-support\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-context\-support\s*<\s*/\s*artifactId\s*>|\borg\.springframework\s*:\s*spring\-context\-support\b|\bspring\-context\-support\b)",Low,Spring Framework,Spring Framework 5.3.x is Java 8 baseline; validate runtime on JDK 21.,No-Change/Validate,Ensure all Spring 5.3.x modules are aligned; run regression on both runtimes.,Low,0.5,Yes,Yes,Safe,Yes,No,POM-Spring53
326,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.projectlombok:lombok,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.projectlombok\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*lombok\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*lombok\s*<\s*/\s*artifactId\s*>|\borg\.projectlombok\s*:\s*lombok\b|\blombok\b)",Low,Build/Annotation,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,No-Change/Validate,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.1,Yes,Yes,Safe,Yes,No,POM-Lombok
327,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.apache.avalon.framework:avalon-framework-api,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.apache\.avalon\.framework\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*avalon\-framework\-api\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*avalon\-framework\-api\s*<\s*/\s*artifactId\s*>|\borg\.apache\.avalon\.framework\s*:\s*avalon\-framework\-api\b|\bavalon\-framework\-api\b)",Low,XML/PDF Rendering,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Medium,1.0,Yes,Unknown,Review,Yes,No,POM-XMLGraphics
328,Set 3 - Third Party (Maven),THRID-PARTY,maven:com.github.ben-manes.caffeine:caffeine,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*com\.github\.ben\-manes\.caffeine\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*caffeine\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*caffeine\s*<\s*/\s*artifactId\s*>|\bcom\.github\.ben\-manes\.caffeine\s*:\s*caffeine\b|\bcaffeine\b)",Low,Cache,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.25,Yes,Yes,Safe,Yes,No,POM-Caffeine
329,Set 3 - Third Party (Maven),THRID-PARTY,maven:org.springframework.boot:spring-boot-starter-actuator,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*org\.springframework\.boot\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*spring\-boot\-starter\-actuator\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*spring\-boot\-starter\-actuator\s*<\s*/\s*artifactId\s*>|\borg\.springframework\.boot\s*:\s*spring\-boot\-starter\-actuator\b|\bspring\-boot\-starter\-actuator\b)",Low,Spring Boot,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.5,Yes,Unknown,Review,Yes,No,POM-SpringBoot2
330,Set 3 - Third Party (Maven),THRID-PARTY,maven:io.micrometer:micrometer-registry-prometheus,Maven dependency detected in pom.xml/gradle files.,"(?i)(?:<\s*groupId\s*>\s*io\.micrometer\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*micrometer\-registry\-prometheus\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*micrometer\-registry\-prometheus\s*<\s*/\s*artifactId\s*>|\bio\.micrometer\s*:\s*micrometer\-registry\-prometheus\b|\bmicrometer\-registry\-prometheus\b)",Low,Observability,Dual-runtime: ensure this dependency remains Java 8 compatible and validate on JDK 21; manage via Maven/Gradle dependency management.,Align/Upgrade,Keep Java 8 baseline; choose versions that still run on JDK 21; regression test.,Low,0.25,Yes,Yes,Safe,Yes,No,POM-Micrometer
